Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Region,Category,Sub Category,Name ,Sales,Quantity,Discount,Profit,
01/12/2018,01/17/2018,Second Class,Dianna Arnett,Home Office,United States,Washington,District of Columbia,East,Furniture,Furnishings,Flat Face Poster Frame,37.68,2,0.0,15.8256,
04/15/2018,04/18/2018,First Class,Adam Hart,Corporate,United States,Henderson,Nevada,West,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",196.45,5,0.0,70.722,
02/28/2016,03/04/2016,Standard Class,Valerie Dominguez,Consumer,United States,Columbia,Tennessee,South,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",389.696,8,0.2,43.8408,
06/04/2017,06/09/2017,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,Staple-based wall hangings,11.688,3,0.6,-4.6752,
05/25/2016,05/27/2016,Second Class,Nora Pelletier,Home Office,United States,San Francisco,California,West,Furniture,Furnishings,Ultra Door Push Plate,14.73,3,0.0,4.8609,
12/10/2017,12/15/2017,Second Class,Logan Haushalter,Consumer,United States,San Francisco,California,West,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,0.2,28.1372,
09/12/2017,09/14/2017,Second Class,Ben Peterman,Corporate,United States,Arvada,Colorado,West,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136,4,0.2,3.5948,
12/02/2018,12/04/2018,Second Class,Joy Smith,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,8.752,4,0.6,-3.7196,
12/22/2018,12/25/2018,First Class,Theone Pippenger,Consumer,United States,Detroit,Michigan,Central,Furniture,Chairs,Hon GuestStacker Chair,1586.69,7,0.0,412.5394,
06/09/2015,06/14/2015,Standard Class,Brosina Hoffman,Consumer,United States,Los Angeles,California,West,Furniture,Tables,Chromcraft Rectangular Conference Tables,1706.184,9,0.2,85.3092,
10/12/2016,10/17/2016,Second Class,Ralph Kennedy,Consumer,United States,Rochester,New York,East,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",209.67,1,0.4,-13.978,
12/31/2016,01/05/2017,Standard Class,Trudy Brown,Consumer,United States,Grand Prairie,Texas,Central,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,5,0.6,-11.439,
12/25/2018,12/30/2018,Standard Class,Cynthia Voltz,Corporate,United States,New York City,New York,East,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0.0,10.9096,
09/05/2017,09/07/2017,Second Class,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2,0.2,10.35,
10/01/2018,10/02/2018,First Class,Neola Schneider,Consumer,United States,San Jose,California,West,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",108.608,4,0.2,9.5032,
09/17/2017,09/22/2017,Standard Class,Laura Armstrong,Corporate,United States,Bangor,Maine,East,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2,0.0,33.9388,
11/01/2016,11/05/2016,Standard Class,Valerie Dominguez,Consumer,United States,New York City,New York,East,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",259.7,5,0.0,106.477,
07/20/2018,07/25/2018,Standard Class,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,Central,Furniture,Chairs,Novimex Fabric Task Chair,182.94,3,0.0,27.441,
09/15/2016,09/19/2016,Second Class,Brendan Murry,Corporate,United States,New York City,New York,East,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",46.384,1,0.2,1.1596,
11/24/2015,11/26/2015,Second Class,Erica Hackney,Consumer,United States,Sacramento,California,West,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",120.712,1,0.2,-18.1068,
09/12/2017,09/14/2017,Second Class,Ben Peterman,Corporate,United States,Arvada,Colorado,West,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.768,2,0.2,52.5114,
07/03/2018,07/10/2018,Standard Class,Christina Anderson,Consumer,United States,Farmington,New Mexico,West,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",545.85,9,0.0,114.6285,
02/28/2016,03/04/2016,Standard Class,Valerie Dominguez,Consumer,United States,Columbia,Tennessee,South,Furniture,Chairs,Global Low Back Tilter Chair,161.568,2,0.2,-28.2744,
10/21/2017,10/21/2017,Same Day,Michael Kennedy,Corporate,United States,Manchester,Connecticut,East,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92,4,0.0,271.4192,
09/08/2017,09/10/2017,Second Class,Anna Gayman,Consumer,United States,Houston,Texas,Central,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2656,4,0.32,-317.1528,
01/20/2018,01/23/2018,Second Class,Cynthia Voltz,Corporate,United States,New York City,New York,East,Furniture,Chairs,Global Deluxe Steno Chair,207.846,3,0.1,2.3094,
07/25/2017,07/31/2017,Standard Class,Sanjit Chand,Consumer,United States,Costa Mesa,California,West,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,69.3,9,0.0,22.869,
12/07/2016,12/11/2016,Standard Class,Darren Koutras,Consumer,United States,Henderson,Kentucky,South,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,4,0.0,70.98,
09/05/2017,09/07/2017,Second Class,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,Furniture,Furnishings,Aluminum Document Frame,12.22,1,0.0,3.666,
11/20/2018,11/22/2018,Second Class,Liz Pelletier,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,0.0,16.614,
10/01/2018,10/08/2018,Standard Class,Ellis Ballard,Corporate,United States,Seattle,Washington,West,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,451.152,3,0.2,0.0,
07/20/2018,07/26/2018,Standard Class,Carlos Soltero,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,"Contract Clock, 14"", Brown",8.792,1,0.6,-5.7148,
11/26/2018,11/27/2018,First Class,Lynn Smith,Consumer,United States,Gladstone,Missouri,Central,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,126.3,3,0.0,40.416,
06/09/2018,06/13/2018,Standard Class,Meg O'Connel,Home Office,United States,Chicago,Illinois,Central,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976,3,0.6,-14.3856,
06/21/2015,06/23/2015,Second Class,Naresj Patel,Consumer,United States,Waynesboro,Virginia,South,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,104.01,1,0.0,14.5614,
06/02/2015,06/07/2015,Standard Class,Christine Kargatis,Home Office,United States,Orem,Utah,West,Furniture,Furnishings,Aluminum Document Frame,73.32,6,0.0,21.996,
08/18/2018,08/23/2018,Second Class,Nat Gilpin,Corporate,United States,New York City,New York,East,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",88.02,3,0.0,27.2862,
12/18/2017,12/22/2017,Standard Class,Justin Deggeller,Corporate,United States,Minneapolis,Minnesota,Central,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,3,0.0,6.0288,
05/19/2017,05/24/2017,Standard Class,Laurel Elliston,Consumer,United States,Arlington,Virginia,South,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,641.96,2,0.0,179.7488,
06/09/2018,06/13/2018,Standard Class,Meg O'Connel,Home Office,United States,Chicago,Illinois,Central,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",108.925,1,0.5,-71.8905,
11/27/2016,12/03/2016,Standard Class,Carlos Daly,Consumer,United States,Lake Elsinore,California,West,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,5,0.2,17.745,
06/28/2015,07/02/2015,Standard Class,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,Global Leather Executive Chair,1228.465,5,0.3,0.0,
06/16/2018,06/21/2018,Second Class,Joel Eaton,Consumer,United States,Florence,Kentucky,South,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",301.96,2,0.0,90.588,
12/03/2017,12/06/2017,First Class,Emily Grady,Consumer,United States,Oceanside,New York,East,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",542.646,3,0.1,102.4998,
10/02/2018,10/06/2018,Standard Class,Roland Fjeld,Consumer,United States,Trenton,Michigan,Central,Furniture,Furnishings,Nu-Dell Leatherette Frames,157.74,11,0.0,56.7864,
11/28/2018,12/02/2018,Standard Class,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",2065.32,12,0.4,-619.596,
09/22/2016,09/22/2016,Same Day,Daniel Lacy,Consumer,United States,Oceanside,California,West,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,2,0.0,53.196,
10/28/2016,11/03/2016,Standard Class,Rob Dowd,Consumer,United States,Henderson,Kentucky,South,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,7,0.0,12.9129,
02/20/2018,02/23/2018,First Class,Helen Wasserman,Corporate,United States,San Diego,California,West,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",22.23,1,0.0,7.3359,
10/13/2015,10/15/2015,First Class,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,West,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1298.55,5,0.0,311.652,
11/30/2018,12/02/2018,Second Class,Harold Pawlan,Home Office,United States,New York City,New York,East,Furniture,Chairs,SAFCO Arco Folding Chair,1242.9,5,0.1,262.39,
06/04/2018,06/10/2018,Standard Class,Lindsay Williams,Corporate,United States,Monroe,North Carolina,South,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.984,2,0.2,1.999,
06/14/2017,06/17/2017,First Class,Paul Van Hugh,Home Office,United States,San Francisco,California,West,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",8.73,3,0.0,4.1031,
04/12/2017,04/16/2017,Standard Class,Brian Dahlen,Consumer,United States,Springfield,Virginia,South,Furniture,Tables,KI Adjustable-Height Table,343.92,4,0.0,75.6624,
11/14/2018,11/19/2018,Standard Class,Lindsay Williams,Corporate,United States,San Francisco,California,West,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,0.2,28.1372,
01/16/2015,01/18/2015,Second Class,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127.104,6,0.2,28.5984,
10/03/2017,10/08/2017,Standard Class,Emily Burns,Consumer,United States,New York City,New York,East,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,599.292,6,0.1,93.2232,
03/29/2016,03/31/2016,Second Class,Sara Luxemburg,Home Office,United States,Jacksonville,Florida,South,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1166.92,5,0.2,131.2785,
11/24/2015,11/26/2015,First Class,Vivek Gonzalez,Consumer,United States,San Diego,California,West,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",151.72,4,0.0,27.3096,
07/11/2015,07/15/2015,Standard Class,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,East,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,854.94,3,0.0,213.735,
03/20/2017,03/24/2017,Standard Class,Robert Dilbeck,Home Office,United States,Saint Peters,Missouri,Central,Furniture,Tables,Chromcraft Round Conference Tables,697.16,4,0.0,146.4036,
11/06/2018,11/11/2018,Standard Class,Zuschuss Carroll,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,Dax Clear Box Frame,8.73,1,0.0,2.9682,
07/03/2016,07/05/2016,First Class,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,168.464,2,0.2,-29.4812,
03/23/2016,03/29/2016,Standard Class,Julia Dunbar,Consumer,United States,Houston,Texas,Central,Furniture,Chairs,Global Deluxe Steno Chair,107.772,2,0.3,-29.2524,
12/18/2018,12/24/2018,Standard Class,Doug Jacobs,Consumer,United States,New York City,New York,East,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1141.938,9,0.1,139.5702,
05/23/2017,05/27/2017,Standard Class,Lisa DeCherney,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",37.05,3,0.0,16.302,
09/26/2015,10/01/2015,Second Class,Kean Takahito,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,"Leather Task Chair, Black",145.568,2,0.2,0.0,
12/24/2016,12/28/2016,Standard Class,Jim Radford,Consumer,United States,Colorado Springs,Colorado,West,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",590.058,7,0.7,-786.744,
02/26/2018,02/28/2018,Second Class,Bradley Talbott,Home Office,United States,Los Angeles,California,West,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,892.224,3,0.2,89.2224,
07/18/2017,07/24/2017,Standard Class,Linda Southworth,Corporate,United States,Denver,Colorado,West,Furniture,Chairs,Hon GuestStacker Chair,544.008,3,0.2,40.8006,
09/25/2017,09/30/2017,Standard Class,Adrian Barton,Consumer,United States,Phoenix,Arizona,West,Furniture,Tables,Bevis Boat-Shaped Conference Table,393.165,3,0.5,-204.4458,
05/04/2015,05/04/2015,Same Day,Andrew Allen,Consumer,United States,Middletown,Connecticut,East,Furniture,Furnishings,DAX Wood Document Frame,27.46,2,0.0,9.8856,
12/23/2017,12/25/2017,Second Class,Logan Currie,Consumer,United States,Springfield,Virginia,South,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",572.76,6,0.0,166.1004,
06/20/2017,06/21/2017,First Class,Roy Collins,Consumer,United States,Pasadena,California,West,Furniture,Chairs,Hon Valutask Swivel Chairs,161.568,2,0.2,-8.0784,
09/12/2018,09/15/2018,First Class,Jessica Myrick,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",8.36,2,0.0,3.0096,
10/03/2015,10/08/2015,Second Class,Beth Paige,Consumer,United States,Evanston,Illinois,Central,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",258.279,3,0.3,-70.1043,
09/15/2018,09/17/2018,Second Class,Carl Ludwig,Consumer,United States,Everett,Massachusetts,East,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",782.94,3,0.0,203.5644,
01/10/2016,01/15/2016,Standard Class,Michael Moore,Consumer,United States,New York City,New York,East,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1018.104,4,0.4,-373.3048,
08/16/2015,08/20/2015,Standard Class,Troy Staebel,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Tables,Chromcraft Rectangular Conference Tables,853.092,6,0.4,-227.4912,
06/03/2015,06/07/2015,Second Class,Steven Cartwright,Consumer,United States,Seattle,Washington,West,Furniture,Tables,KI Adjustable-Height Table,515.88,6,0.0,113.4936,
10/30/2018,11/05/2018,Standard Class,Jamie Kunitz,Consumer,United States,San Francisco,California,West,Furniture,Chairs,"Global Leather Task Chair, Black",71.992,1,0.2,-0.8999,
05/19/2017,05/24/2017,Standard Class,Bradley Nguyen,Consumer,United States,New York City,New York,East,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",39.76,8,0.0,12.3256,
07/25/2015,07/27/2015,Second Class,Ken Lonsdale,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,Staple-based wall hangings,77.92,8,0.0,34.2848,
01/27/2016,01/29/2016,Second Class,Seth Vernon,Consumer,United States,Cleveland,Ohio,East,Furniture,Chairs,High-Back Leather Manager's Chair,181.986,2,0.3,-54.5958,
04/16/2018,04/20/2018,Standard Class,Joel Eaton,Consumer,United States,San Jose,California,West,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,102.833,1,0.15,-6.049,
10/08/2017,10/14/2017,Standard Class,Bart Watters,Corporate,United States,Houston,Texas,Central,Furniture,Furnishings,Contemporary Wood/Metal Frame,51.712,8,0.6,-32.32,
11/23/2015,11/25/2015,First Class,Sanjit Chand,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,Novimex Swivel Fabric Task Chair,603.92,5,0.2,-67.941,
08/09/2016,08/12/2016,First Class,Naresj Patel,Consumer,United States,New York City,New York,East,Furniture,Tables,KI Conference Tables,382.806,9,0.4,-153.1224,
10/23/2017,10/29/2017,Standard Class,Heather Kirkland,Corporate,United States,Chicago,Illinois,Central,Furniture,Furnishings,DAX Cubicle Frames - 8x10,16.156,7,0.6,-12.117,
05/25/2015,05/29/2015,Standard Class,Janet Lee,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",29.32,2,0.6,-24.189,
11/19/2018,11/21/2018,Second Class,Aimee Bixby,Consumer,United States,Carrollton,Texas,Central,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,2,0.6,-13.993,
05/26/2015,05/30/2015,Standard Class,Marina Lichtenstein,Corporate,United States,Los Angeles,California,West,Furniture,Bookcases,Sauder Inglewood Library Bookcases,290.666,2,0.15,27.3568,
