Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Region,Category,Sub Category,Name ,Sales,Quantity,Discount,Profit,
09/15/2016,09/15/2016,Same Day,Nat Gilpin,Corporate,United States,Coral Springs,Florida,South,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",55.968,1,0.2,-2.0988,
02/19/2017,02/24/2017,Standard Class,Greg Tran,Consumer,United States,New York City,New York,East,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0.0,14.6718,
01/10/2016,01/15/2016,Standard Class,Michael Moore,Consumer,United States,New York City,New York,East,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1018.104,4,0.4,-373.3048,
10/22/2017,10/24/2017,First Class,Peter McVee,Home Office,United States,Detroit,Michigan,Central,Furniture,Furnishings,Eldon 200 Class Desk Accessories,31.4,5,0.0,10.048,
08/16/2015,08/20/2015,Standard Class,Troy Staebel,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Tables,Chromcraft Rectangular Conference Tables,853.092,6,0.4,-227.4912,
06/03/2015,06/07/2015,Second Class,Steven Cartwright,Consumer,United States,Seattle,Washington,West,Furniture,Tables,KI Adjustable-Height Table,515.88,6,0.0,113.4936,
06/30/2018,06/30/2018,Same Day,Sheri Gordon,Consumer,United States,New York City,New York,East,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,5,0.4,-295.9785,
12/25/2018,12/28/2018,Second Class,Joni Wasserman,Consumer,United States,Louisville,Kentucky,South,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",304.45,5,0.0,76.1125,
11/23/2017,11/23/2017,Same Day,Luke Schmidt,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",70.448,7,0.2,12.3284,
09/18/2017,09/23/2017,Standard Class,Anne McFarland,Consumer,United States,Auburn,Alabama,South,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.98,1,0.0,84.2352,
03/25/2018,03/31/2018,Standard Class,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,Central,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,90.99,1,0.0,14.5584,
09/19/2017,09/21/2017,First Class,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,East,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,4,0.0,244.2496,
11/12/2018,11/12/2018,Same Day,Eugene Moren,Home Office,United States,Glendale,Arizona,West,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",113.568,2,0.2,-5.6784,
06/12/2016,06/17/2016,Standard Class,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",43.296,2,0.2,4.3296,
07/11/2016,07/13/2016,First Class,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",25.344,6,0.2,3.4848,
10/20/2016,10/24/2016,Standard Class,Noel Staavos,Corporate,United States,San Francisco,California,West,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,16.02,6,0.0,6.0876,
12/24/2017,12/28/2017,Standard Class,Jessica Myrick,Consumer,United States,New York City,New York,East,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,799.56,9,0.0,207.8856,
12/01/2018,12/08/2018,Standard Class,Sean O'Donnell,Consumer,United States,Seattle,Washington,West,Furniture,Bookcases,"Hon Metal Bookcases, Putty",141.96,2,0.0,41.1684,
12/08/2018,12/15/2018,Standard Class,Emily Grady,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,Global Deluxe Steno Chair,215.544,4,0.3,-58.5048,
11/24/2015,11/29/2015,Standard Class,Harold Pawlan,Home Office,United States,Virginia Beach,Virginia,South,Furniture,Furnishings,"Executive Impressions 14""",111.15,5,0.0,48.906,
01/13/2016,01/17/2016,Standard Class,Philip Brown,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0.0,38.024,
07/22/2018,07/27/2018,Standard Class,Eric Barreto,Consumer,United States,Chicago,Illinois,Central,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,526.344,4,0.3,-75.192,
08/26/2018,09/01/2018,Standard Class,Darren Powers,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",64.96,5,0.6,-43.848,
06/04/2018,06/07/2018,Second Class,Erin Mull,Consumer,United States,Frisco,Texas,Central,Furniture,Furnishings,Nu-Dell Executive Frame,30.336,6,0.6,-17.4432,
02/11/2015,02/15/2015,Second Class,Guy Armstrong,Consumer,United States,Columbia,Missouri,Central,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",60.89,1,0.0,15.2225,
11/07/2016,11/12/2016,Standard Class,Adrian Barton,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,64.96,5,0.6,-84.448,
12/22/2018,12/26/2018,Standard Class,Charlotte Melton,Consumer,United States,Rochester,Minnesota,Central,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",607.52,2,0.0,97.2032,
11/18/2015,11/23/2015,Standard Class,Michael Kennedy,Corporate,United States,Franklin,Wisconsin,Central,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,392.94,3,0.0,43.2234,
11/05/2015,11/10/2015,Standard Class,Maribeth Dona,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,273.568,2,0.2,-34.196,
09/22/2017,09/26/2017,Standard Class,Chris Selesnick,Corporate,United States,Green Bay,Wisconsin,Central,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",18.96,2,0.0,7.584,
06/04/2015,06/09/2015,Standard Class,Bobby Trafton,Consumer,United States,New York City,New York,East,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",56.96,2,0.0,21.0752,
06/06/2017,06/10/2017,Standard Class,Liz Preis,Consumer,United States,Fairfield,Ohio,East,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,466.32,3,0.2,34.974,
09/13/2016,09/15/2016,First Class,Ken Dana,Corporate,United States,Anaheim,California,West,Furniture,Chairs,Global Comet Stacking Armless Chair,717.72,3,0.2,71.772,
01/29/2018,01/31/2018,Second Class,Tamara Manning,Consumer,United States,Marion,Iowa,Central,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",14.91,3,0.0,4.6221,
06/03/2017,06/06/2017,Second Class,Christine Phan,Corporate,United States,Los Angeles,California,West,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.088,2,0.2,-1.7772,
06/01/2018,06/03/2018,Second Class,Helen Wasserman,Corporate,United States,Indianapolis,Indiana,Central,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,1925.88,6,0.0,539.2464,
07/03/2016,07/09/2016,Standard Class,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,South,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,70.98,1,0.0,4.9686,
07/25/2017,07/31/2017,Standard Class,Sanjit Chand,Consumer,United States,Costa Mesa,California,West,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,69.3,9,0.0,22.869,
10/28/2017,11/03/2017,Standard Class,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,East,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0.0,38.024,
09/12/2017,09/14/2017,Second Class,Ben Peterman,Corporate,United States,Arvada,Colorado,West,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,1,0.2,1.7136,
08/18/2018,08/23/2018,Second Class,Nat Gilpin,Corporate,United States,New York City,New York,East,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",40.48,2,0.0,15.7872,
09/25/2018,10/01/2018,Standard Class,Katrina Willman,Consumer,United States,New York City,New York,East,Furniture,Chairs,Global Ergonomic Managers Chair,488.646,3,0.1,86.8704,
11/27/2016,12/02/2016,Standard Class,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,South,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",375.4575,3,0.45,-157.0095,
12/07/2016,12/11/2016,Standard Class,Darren Koutras,Consumer,United States,Henderson,Kentucky,South,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,4,0.0,70.98,
09/15/2018,09/19/2018,Standard Class,Meg O'Connel,Home Office,United States,New York City,New York,East,Furniture,Furnishings,"Master Caster Door Stop, Brown",35.56,7,0.0,12.0904,
11/20/2018,11/22/2018,Second Class,Liz Pelletier,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,0.0,16.614,
03/15/2015,03/19/2015,Standard Class,Alan Shonely,Consumer,United States,Tampa,Florida,South,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,3,0.2,5.1408,
08/21/2018,08/23/2018,Second Class,Natalie Fritzler,Consumer,United States,Jackson,Mississippi,South,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4,0.0,225.264,
12/08/2018,12/12/2018,Standard Class,Keith Herrera,Consumer,United States,San Francisco,California,West,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.829,13,0.15,31.4548,
10/19/2018,10/23/2018,Standard Class,Michael Paige,Corporate,United States,Lawrence,Massachusetts,East,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",56.56,4,0.0,14.7056,
09/05/2017,09/07/2017,Second Class,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,242.94,3,0.0,29.1528,
09/05/2017,09/07/2017,Second Class,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,Furniture,Furnishings,Aluminum Document Frame,12.22,1,0.0,3.666,
08/27/2015,08/29/2015,First Class,Corey Catlett,Corporate,United States,Springfield,Virginia,South,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,1202.94,3,0.0,300.735,
10/09/2018,10/14/2018,Standard Class,Harry Greene,Consumer,United States,New York City,New York,East,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",314.352,3,0.2,-15.7176,
07/25/2016,07/27/2016,Second Class,Michelle Huthwaite,Consumer,United States,Seattle,Washington,West,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",704.9,5,0.0,56.392,
12/10/2016,12/16/2016,Standard Class,Keith Dawkins,Corporate,United States,Jackson,Michigan,Central,Furniture,Chairs,Global Super Steno Chair,191.96,2,0.0,32.6332,
04/05/2016,04/10/2016,Standard Class,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",352.45,5,0.5,-211.47,
07/20/2015,07/24/2015,Standard Class,Katherine Murray,Home Office,United States,Dallas,Texas,Central,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,5,0.6,-14.229,
08/21/2018,08/27/2018,Standard Class,Tracy Hopkins,Home Office,United States,Columbia,Maryland,East,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",25.16,2,0.0,8.5544,
02/09/2018,02/14/2018,Standard Class,Tom Prescott,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,Stacking Trays by OIC,3.984,2,0.6,-2.6892,
10/28/2017,10/28/2017,Same Day,Victoria Brennan,Corporate,United States,Rochester,New York,East,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",756.8,5,0.0,75.68,
11/30/2016,12/03/2016,First Class,Lena Radford,Consumer,United States,Durham,North Carolina,South,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,335.744,2,0.2,25.1808,
07/14/2016,07/19/2016,Second Class,Toby Gnade,Consumer,United States,Mesa,Arizona,West,Furniture,Chairs,SAFCO Arco Folding Chair,441.92,2,0.2,49.716,
04/23/2018,04/25/2018,Second Class,Jay Fein,Consumer,United States,Pasadena,California,West,Furniture,Furnishings,Eldon 500 Class Desk Accessories,24.14,2,0.0,7.9662,
08/09/2016,08/16/2016,Standard Class,Monica Federle,Corporate,United States,New York City,New York,East,Furniture,Furnishings,OIC Stacking Trays,10.02,3,0.0,4.4088,
11/26/2018,12/01/2018,Standard Class,Tonja Turnell,Home Office,United States,Richmond,Indiana,Central,Furniture,Furnishings,DAX Wood Document Frame,27.46,2,0.0,9.8856,
12/03/2018,12/06/2018,Second Class,Lena Cacioppo,Consumer,United States,Thornton,Colorado,West,Furniture,Furnishings,Staple-based wall hangings,23.376,3,0.2,7.0128,
08/12/2015,08/16/2015,Standard Class,Ben Wallace,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",85.44,3,0.0,31.6128,
11/01/2015,11/03/2015,First Class,Erin Ashbrook,Corporate,United States,Mason,Ohio,East,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",68.704,2,0.2,16.3172,
06/06/2017,06/10/2017,Standard Class,Liz Preis,Consumer,United States,Fairfield,Ohio,East,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",82.64,2,0.2,0.0,
09/13/2016,09/15/2016,First Class,Ken Dana,Corporate,United States,Anaheim,California,West,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,207.35,5,0.0,24.882,
09/04/2017,09/04/2017,Same Day,Ionia McGrath,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",24.27,3,0.0,8.7372,
12/12/2017,12/17/2017,Standard Class,Noel Staavos,Corporate,United States,New York City,New York,East,Furniture,Furnishings,Eldon 500 Class Desk Accessories,60.35,5,0.0,19.9155,
06/09/2015,06/14/2015,Standard Class,Brosina Hoffman,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",48.86,7,0.0,14.1694,
10/11/2016,10/18/2016,Standard Class,Sean O'Donnell,Consumer,United States,Fort Lauderdale,Florida,South,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,957.5775,5,0.45,-383.031,
11/08/2017,11/11/2017,Second Class,Claire Gute,Consumer,United States,Henderson,Kentucky,South,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",731.94,3,0.0,219.582,
11/08/2017,11/11/2017,Second Class,Claire Gute,Consumer,United States,Henderson,Kentucky,South,Furniture,Bookcases,Bush Somerset Collection Bookcase,261.96,2,0.0,41.9136,
09/17/2016,09/21/2016,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.2,3,0.2,15.525,
07/16/2018,07/18/2018,Second Class,Sandra Flanagan,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",71.372,2,0.3,-1.0196,
09/25/2016,09/30/2016,Standard Class,Emily Burns,Consumer,United States,Orem,Utah,West,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,3,0.0,240.2649,
12/27/2016,12/31/2016,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,Central,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.058,3,0.3,-15.147,
12/08/2017,12/10/2017,First Class,Gene Hale,Corporate,United States,Richardson,Texas,Central,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,5,0.6,-147.963,
04/26/2016,05/02/2016,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,South,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2,0.2,1.213,
09/17/2016,09/21/2016,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,7,0.5,-1665.0522,
06/09/2015,06/14/2015,Standard Class,Brosina Hoffman,Consumer,United States,Los Angeles,California,West,Furniture,Tables,Chromcraft Rectangular Conference Tables,1706.184,9,0.2,85.3092,
04/18/2016,04/22/2016,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,Central,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0.0,17.0981,
04/30/2016,05/05/2016,Standard Class,Paul Stevenson,Home Office,United States,Chicago,Illinois,Central,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115,5,0.3,-15.2225,
12/09/2018,12/11/2018,First Class,Ken Brennan,Corporate,United States,Houston,Texas,Central,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,3,0.6,-5.8248,
04/18/2016,04/22/2016,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,Central,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.9568,
04/26/2016,05/02/2016,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,South,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,8,0.2,-114.3912,
06/17/2017,06/18/2017,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,7.098,
01/31/2016,02/05/2016,Second Class,Karl Braun,Consumer,United States,Minneapolis,Minnesota,Central,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,3,0.0,16.5354,
11/13/2016,11/17/2016,Standard Class,Lena Cacioppo,Consumer,United States,Aurora,Colorado,West,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.8385,
12/26/2015,12/28/2015,Second Class,Alan Dominguez,Home Office,United States,Houston,Texas,Central,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558,3,0.3,-8.5794,
11/24/2016,11/30/2016,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0.0,22.3328,
12/25/2018,12/30/2018,Standard Class,Cynthia Voltz,Corporate,United States,New York City,New York,East,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0.0,10.9096,
05/28/2018,05/30/2018,Second Class,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,South,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0.0,33.2156,
12/27/2016,12/31/2016,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,Central,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,3,0.32,-46.9764,
06/12/2017,06/15/2017,First Class,Steven Cartwright,Consumer,United States,Wilmington,Delaware,East,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,0.0,18.3456,
11/06/2017,11/10/2017,Second Class,Lindsay Shagiari,Home Office,United States,Los Angeles,California,West,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,0.0,26.2416,
10/13/2017,10/19/2017,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,West,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,14,0.0,20.6976,
09/20/2015,09/25/2015,Standard Class,Philip Fox,Consumer,United States,Bloomington,Illinois,Central,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.7,6,0.5,-407.682,
11/09/2018,11/11/2018,Second Class,Parhena Norris,Home Office,United States,New York City,New York,East,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53,7,0.0,40.5426,
09/05/2017,09/07/2017,Second Class,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2,0.2,10.35,
12/05/2017,12/09/2017,Standard Class,Justin Ellison,Corporate,United States,Franklin,Wisconsin,Central,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,8,0.0,585.552,
10/22/2015,10/28/2015,Standard Class,Maureen Gastineau,Home Office,United States,Newark,Ohio,East,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",93.888,4,0.2,12.9096,
03/02/2016,03/06/2016,Standard Class,Dave Kipp,Consumer,United States,Seattle,Washington,West,Furniture,Tables,Hon Racetrack Conference Tables,787.53,3,0.0,165.3813,
11/26/2015,12/01/2015,Second Class,Joel Eaton,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-14.475,
08/03/2015,08/05/2015,First Class,Bruce Stewart,Consumer,United States,Denver,Colorado,West,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,2,0.5,-161.875,
04/07/2018,04/12/2018,Standard Class,Christopher Schild,Home Office,United States,Tampa,Florida,South,Furniture,Tables,Bush Advantage Collection Round Conference Table,233.86,2,0.45,-102.048,
10/12/2016,10/14/2016,First Class,Mark Packer,Home Office,United States,New York City,New York,East,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.352,3,0.2,46.9764,
06/04/2017,06/09/2017,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,Furniture,Tables,KI Conference Tables,177.225,5,0.5,-120.513,
08/05/2015,08/09/2015,Standard Class,Chad Sievert,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,"Global Value Steno Chair, Gray",340.144,7,0.2,21.259,
10/12/2016,10/14/2016,First Class,Mark Packer,Home Office,United States,New York City,New York,East,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.136,4,0.2,112.392,
12/24/2016,12/27/2016,First Class,Joni Blumstein,Consumer,United States,Dublin,Ohio,East,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.704,4,0.2,19.0848,
08/09/2016,08/16/2016,Standard Class,David Smith,Corporate,United States,Detroit,Michigan,Central,Furniture,Tables,Bevis 36 x 72 Conference Tables,622.45,5,0.0,136.939,
04/07/2018,04/12/2018,Standard Class,Christopher Schild,Home Office,United States,Tampa,Florida,South,Furniture,Tables,Bretford Rectangular Conference Table Tops,620.6145,3,0.45,-248.2458,
02/28/2016,03/04/2016,Standard Class,Valerie Dominguez,Consumer,United States,Columbia,Tennessee,South,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",389.696,8,0.2,43.8408,
06/04/2017,06/09/2017,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,Staple-based wall hangings,11.688,3,0.6,-4.6752,
06/04/2017,06/09/2017,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,Eldon 100 Class Desk Accessories,4.044,3,0.6,-2.8308,
12/10/2017,12/15/2017,Second Class,Logan Haushalter,Consumer,United States,San Francisco,California,West,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,0.2,28.1372,
07/30/2016,07/31/2016,First Class,Helen Andreada,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,Regeneration Desk Collection,5.28,3,0.0,2.3232,
01/02/2016,01/09/2016,Standard Class,Victoria Wilson,Corporate,United States,Medina,Ohio,East,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,5,0.5,-244.323,
11/02/2016,11/06/2016,Standard Class,Jas O'Carroll,Consumer,United States,Los Angeles,California,West,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1038.84,5,0.2,51.942,
